sku,store,attribute_set,_type,_category,_root_category,websites,category_ids,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,gallery,gift_message_available,has_options,image,image_label,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,price,required_options,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled,grape,wine_year,wine_land,type_of_wine,wine_region,wine_appellation,wine_chateau,wine_classification,wine_drinkstaduim,wine_flavor_type,wine_score,wine_resources_score,product_type_id,store_id,in_depth,model,_product_websites
88,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Van de Frankstein Grand Cru wijngaarden komt deze weelderige, volle Gewurztraminer met een krachtige structuur en een lange afdronk. Zeer aromatisch, lage zuurgraad en met een herkenbare kruidigheid. De granieten ondergrond van de Frankstein wijngaarden geeft de wijn een mooi mineralig accent. De benaming Alsace Grand Cru wordt alleen toegekend aan wijnen die voldoen aan een aantal kwaliteitscriteria als strikte gebiedsbegrenzing, laag rendement per hectare en speciale regels voor het bewerken van de wijngaard. Grands Crus d’Alsace zijn, mits goed bewaard, tenminste 10 jaar houdbaar. ",,,1,,,,inner,,,,,,,,Hubert Beck Gewurztraminer Grand Cru Frankstein,,,Block after Info Column,,10.75,,"Meesterlijk zoete witte wijn, intens aromatisch en kruidig. Hubert Beck maakt zijn Grand Cru wijnen van de Frankstein wijngaarden rondom het stadje Dambach-la-Ville, waar hij gevestigd is.",,,,,,1,2,,1,,,,4,75,,75,36,36,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,Gewurztraminer,2010,Frankrijk,Wit,Alsace,,Hubert Beck,Grand Cru,"Op dronk, tenminste 10 jaar houdbaar",Zoet en dessertwijn,,,simple,1,test in depth,,base
89,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Het Domaine de l'Orme ligt vlak buiten het stadje Chablis. Specifiek voor het gebied is de kalkrijke mergelbodem, die van essentieel belang is voor de Chablis. Chablis wordt gemaakt van 100% Chardonnay en deze druiven worden op dit Domaine nog met de hand geselecteerd. Een elegante Chablis. Rijke aroma's van witte bloemen, krijt en peer. Vol en zacht van smaak, karakteristiek mollig en mineralig. ",,,1,,,,inner,,,,,,,,Chablis Domaine de l'Orme,,,Block after Info Column,,10.95,,"Chablis, één van de bekendste wijnen uit de Bourgogne. Jonge, strakke droge wijn met een mooie mineraliteit dankzij de kalkrijke mergelbodem in dit gebied.",,,,,,1,2,,1,,,,4,75,,75,40,40,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,Chardonnay,2010,Frankrijk,Wit,Bourgogne,Chablis,Domaine de l'Orme,,Op dronk,Fris en droog,,,simple,1,test in depth,,base
93,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"De Médoc is het centrum van excellente rode wijnen, echter sommige wijnhuizen houden er een kleine productie van witte wijnen op na. Château l’Heritier is afkomstig van een terroir van een zeer bekend wijnhuis uit de Margaux. Het is een cépage van sauvignon blanc en heeft 8 maanden op eiken vaten gerijpt. l’Heritier Blanc heeft een rijk geurend fruitbouquet met bescheiden vanilletonen en een vleugje citrusfruit. In de mond, zacht rijk en vol van smaak met verrassend fris fruit maar ook hazelnoot en boter. Een prachtige sauvignon blanc van hoge kwaliteit. Wordt op kist van 6 flessen geleverd.",,,1,,,,inner,,,,,,,,l'Héritier - Bordeaux Blanc,,,Block after Info Column,,11.75,,Witte wijnen uit de Médoc zijn een zeldzaamheid. Deze fraaie droge wijn komt uit de Margaux en wordt zeer gewaardeerd door liefhebbers van houtgerijpte witte wijn.,,,,,,1,2,,,,,,4,75,9,9,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,Sauvignon Blanc,2009,Frankrijk,Wit,Bordeaux,Bordeaux,l'Héritier,,Op dronk,Romig en elegant,,,simple,1,test in depth,,base
94,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Levendige en delicate mousserende wijn gemaakt van 80% Pinot Blanc en 20% Chardonnay. Expressieve neus met tonen van perzik. Een lichtvoetige, frisdroge parelende wijn met in de afdronk tonen van citrusfruit. Vanouds de Zwaan betrekt haar Elzaswijnen al jaren van het wijnhuis Hubert Beck, een familiebedrijf dat al sinds 1596 actief is in de wijnbouw.",,,1,,,,inner,,,,,,,,Hubert Beck Crémant d'Alsace Brut,,,Block after Info Column,,11.75,,"Crémant d’Alsace is stevig in opkomst, niet alleen in Frankrijk maar ook in Nederland. Goede vervanger voor champagne, feestelijk en erg lekker als aperitief. ",,,,,,1,2,,1,,,,4,75,,75,72,72,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,"Pinot Blanc, Chardonnay",,Frankrijk,Mousserend,Alsace,,Hubert Beck,,Op dronk,Fris en droog,,,simple,1,test in depth,,base
95,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,Deze witte wijn van de sauvignon blanc is zeer fris en aromatisch. De bijnaam 'fumé' vindt haar oorsprong in het grijze waas dat vaak in de wijngaard op de druiven te zien is. Het lijkt net of er wat as op de druiven zit.,,,1,,,,inner,,,,,,,,"Pouilly Fumé ""Les Matifets""",,,Block after Info Column,,11.95,,"In de Loire worden schitterende droge witte wijnen gemaakt van sauvignon blanc, fris als appeltjes en met een mooie minerale toets. De Pouilly Fumé heeft een wat hogere zuurgraad dan de Sancerre.",,,,,,1,2,1,,,,,4,75,75,21,21,0,1,0,0,1,1,1,1,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,Sauvignon Blanc,2010,Frankrijk,Wit,Loire,Pouilly Fumé,Patient Cottat,,Op dronk,Fris en droog,,,simple,1,test in depth,,base
97,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Elegante witte Sancerre, aroma’s van sappige groene appelen, delicaat en intens. Sancerre is een van de bekendste wijngebieden van Frankrijk. Het gebied wordt gekenmerkt door een prachtig landschap van glooiende heuvels met een kalk- en kiezelhoudende bodem. De witte Sancerre wordt gemaakt van sauvignon blanc. Er wordt ook rode Sancerre gemaakt van pinot noir.

",,,1,,,,inner,,,,,,,,"Sancerre Blanc ""Les Chanvrières""",,,Block after Info Column,,11.95,,"Deze witte Sancerre is een schitterende droge witte wijn gemaakt van sauvignon blanc, fris als appeltjes en met een mooie minerale toets. Delicaat en intens.",,,,,,1,2,1,,,,,4,75,75,28,28,0,1,0,0,1,1,1,1,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,Sauvignon Blanc,2011,Frankrijk,Wit,Loire,Sancerre,Patient Cottat,,Op dronk,Fris en droog,,,simple,1,test in depth,,base
99,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Diep en donker granaatrood van kleur. Een fraai fruitbouquet waarin rijpe pruimen en een vleugje leder de boventoon voeren. Krachtig en rond in de mond met een mooie, niet te zware structuur en soepele tannines. Kersen, pruimen, een aangename kruidigheid en indrukken van gedroogd fruit in de lange afdronk. Samenstelling: 80% grenache, 10% syrah. 10% mourvèdre. Vanouds de Zwaan is sinds 2012 de importeur van Cellier des Princes in Nederland. Al sinds 1924 zijn zij de enige coöperatieve wijnmaker in het Châteauneuf du Pape gebied.",,,1,,,,inner,,,,,,,,Gigondas Cellier des Princes,,,Block after Info Column,,12.85,,"Schitterende, krachtige wijn uit de Rhône die zich kan meten met Châteauneuf du Pape. Door Robert Parker gewaardeerd met 92 punten.",,,,,,1,2,1,,,,,4,75,75,42,42,0,1,0,0,1,1,1,1,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,"Grenache, Mourvèdre, Syrah",2009,Frankrijk,Rood,Côtes du Rhône,Gigondas,Cellier des Princes,,"Op dronk, tenminste houdbaar tot 2016",Krachtig en complex,,,simple,1,test in depth,,base
100,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Tweede wijn van Château Camensac, één van de in 1855 geclassificeerde Grands Crus van de Médoc. Het Château ligt in de buurt van Saint Julien en heeft dan ook een duidelijke Saint Julien-achtige persoonlijkheid met veel fruit en soepelheid. Het wijnbereidingsteam van Camensac zoekt vooral naar fijne structuur en complexiteit, met daarbij ronde, zachte tannine.",,,1,,,,inner,,,,,,,,La Closerie de Camensac - Haut-Médoc,,,Block after Info Column,,14.95,,"Pittige wijn, helder en full-bodied; bouquet van rood en zwart fruit, in de mond tonen van mokka en pruimen. Een schitterende Bordeaux.",,,,,,1,2,2,,1,,,4,75,75,,75,4,4,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,"Cabernet Sauvignon, Merlot, Petit Verdot, Malbec",2008,Frankrijk,Rood,Bordeaux,Haut-Médoc,Château Camensac,Tweede wijn,"Op dronk, nog zeker 5 jaar op te leggen",Krachtig en complex,,,simple,1,test in depth,,base
101,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Deze Saint Joseph heeft een volwassen syrah bouquet van cassis en frambozen, waarin met de jaren nuances van leer en zoethout naar voren komen. In de mond stevig en met volop warmzachte kruidigheid. Tenminste houdbaar tot 2020.",,,1,,,,inner,,,,,,,,Alain Paret Les Larmes du Père,,,Block after Info Column,,12.95,,"Een Grand Cru uit de noordelijke Rhône van Alain Paret, gemaakt van 100% syrah. Bijzonder krachtig, stevig en kruidig.",,,,,,1,2,,1,,,,4,75,,75,60,60,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,Syrah,2011,Frankrijk,Rood,Côtes du Rhône,Saint Joseph,Alain Paret,Grand Cru,"Op dronk, tenminste houdbaar tot 2020",Krachtig en complex,,,simple,1,test in depth,,base
102,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Donker robijn in het glas. Veel diepgang in de neus, zwarte bes, wilde aardbei, kaneel, zoethout en een vleugje vanille. In de mond mooi romig en vol, met rijp donker fruit, een vleugje chocolade en fluweelzachte tannines. De wijn heeft een indrukwekkende, rijke afdronk.
De Pinot Noir druiven voor deze wijn komen uit de wijngaarden bij Fixin en Brochon, van wijnstokken die tussen de 20 en 50 jaar oud zijn. De wijn heeft 15 maanden gerijpt op Franse eiken vaten. Vanouds de Zwaan is de exclusieve importeur voor Nederland van het label L. Couturier Père et fils van het zeer gerenommeerde Bourgognehuis Corton-André in Aloxe-Corton. Dit wijnhuis is niet – zoals velen in de Bourgogne – alleen wijnhandel maar heeft ook verschillende mooie wijndomeinen in eigendom. Het team van wijnmakers, onder leiding van Ludivine Griveau, werkt nauw samen met de wijnboeren. Let scherp op goed, duurzaam werk in de wijngaard, en levert hoge kwaliteit door lage opbrengsten waardoor de individualiteit van het terroir behouden blijft. 
",,,1,,,,inner,,,,,,,,Côtes de Nuits Villages L. Couturier,,,Block after Info Column,,13.95,,"Schitterende rode Bourgogne, 15 maanden gerijpt op Franse eiken vaten. Heerlijk bij biefstuk of andere vleesgerechten, en bij zachte (pittige) kaassoorten als Époisse of Reblochon.
",,,,,,1,2,,,,,,4,75,60,60,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,Pinot Noir,2010,Frankrijk,Rood,Bourgogne,Côtes de Nuits Villages,Corton André,,"Op dronk, nog zeker 5 jaar op te leggen",Vol en soepel,,,simple,1,test in depth,,base
103,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Chablis wordt gemaakt van 100% Chardonnay en deze druiven worden op dit Domaine nog met de hand geselecteerd. De beste druiven gaan in de premier cru - rijk, vet, ietwat mollig, zacht en mineralig; een krachtige wijn die al prima op dronk is maar gerust nog enkele jaren in de kelder kan rijpen.",,,1,,,,inner,,,,,,,,Chablis 1er Cru “Beauroy” Domaine de l'Orme,,,Block after Info Column,,13.95,,"Chablis, één van de bekendste wijnen uit de Bourgogne. Jonge, strakke droge wijn met een mooie mineraliteit uit de premier cru wijngaard ""Beauroy"".",,,,,,1,2,,,,,,4,75,14,14,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,Chardonnay,2010,Frankrijk,Wit,Bourgogne,Chablis,Domaine de l'Orme,Premier Cru,"Op dronk, nog zeker enkele jaren op te leggen",Fris en droog,,,simple,1,test in depth,,base
106,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Vrijwel iedere wijnstreek heeft wel een mousserende wijn. In Bordeaux is het echter vrij zeldzaam. Merlet maakt een fraaie Brut en Rosé volgens de méthode traditionelle. De productiemethode is daarmee gelijk aan die van de champagne en dan geldt: beter een goede Crémant dan een slechte Champagne. De druiven zijn uiteraard typisch Bordeaux: sauvignon blanc, sémillion en muscadelle.",,,1,,,,inner,,,,,,,,Crémant de Bordeaux Brut,,,Block after Info Column,,14.95,,Heerlijk droog en fris in de mond en met een verleidelijk zoetje in de afdronk. In de bijzonder fraaie fles overtreft deze mousserende wijn ieders verwachting!,,,,,,1,2,,,,,,4,75,72,72,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,"Sauvignon Blanc, Sémillon, Muscadelle",,Frankrijk,Mousserend,Bordeaux,Bordeaux,Merlet,,Op dronk,Fris en droog,,,simple,1,test in depth,,base
107,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Vrijwel iedere wijnstreek heeft wel een mousserende wijn. In Bordeaux is het echter vrij zeldzaam. Merlet maakt een fraaie Brut en Rosé volgens de méthode traditionelle. De productiemethode is daarmee gelijk aan die van de champagne en dan geldt: beter een goede Crémant dan een slechte Champagne. De druiven zijn uiteraard typisch Bordeaux: cabernet sauvignon en cabernet franc.
",,,1,,,,inner,,,,,,,,Crémant de Bordeaux Rosé,,,Block after Info Column,,14.95,,Heerlijk droog en fris in de mond en met een verleidelijk zoetje in de afdronk. In de bijzonder fraaie fles overtreft deze mousserende wijn ieders verwachting!,,,,,,1,2,,,,,,4,75,66,66,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,"Cabernet Sauvignon, Cabernet Franc",,Frankrijk,Mousserend,Bordeaux,Bordeaux,Merlet,,Op dronk,Licht en fruitig,,,simple,1,test in depth,,base
108,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Château Cantemerle staat bekend om zijn elegante, verfijnde wijnen – soms omschreven door wijnschrijvers als “Margaux stijl” – waarin cabernet sauvignon de boventoon voert. Sinds oogstjaar 2005 scoort Cantemerle louter topwaarderingen van de wijncritici. Deze tweede wijn wordt op dezelfde wijze gemaakt als zijn grote broer maar van de wat jongere wijnstokken op het château. Granaatrood van kleur. Een bouquet van rijp bosfruit met een vleugje zwarte bessen. Weelderig en verfijnd van smaak. Vol en  zacht in de mond met een vleugje vanille dankzij 12 maanden opvoeding op frans eiken. Een bijzonder aangename wijn die ook nog tenminste 5 jaar bewaard kan worden. Samenstelling: 61% cabernet sauvignon, 29% merlot, 10% cabernet franc. 
",,,1,,,,inner,,,,,,,,Les Allées de Cantemerle - Haut-Médoc,,,Block after Info Column,,16,,Deze tweede wijn van top Grand Cru château Cantemerle wordt op dezelfde wijze gemaakt als zijn grote broer maar van de wat jongere wijnstokken. Weelderig en verfijnde Bordeaux.,,,,,,1,2,,,,,,4,75,1,1,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,"Cabernet Sauvignon, Merlot, Cabernet Franc",2009,Frankrijk,Rood,Bordeaux,Haut-Médoc,Château Cantemerle,Tweede wijn,"Begint op dronk te komen, nog zeker enkele jaren op te leggen",Vol en soepel,,,simple,1,test in depth,,base
109,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Tweede wijn van Château Soutard, een top château uit Saint Émilion.",,,1,,,,inner,,,,,,,,Les Jardins de Soutard - Saint-Émilion Grand Cru,,,Block after Info Column,,14.95,,"Puur en elegant, heerlijk subtiel fruit, rokerig, zacht, kersen en een vleugje peperigheid. Vol, zacht en rond: genieten!",,,,,,1,2,,,,,,4,75,,,,,75,108,108,0,1,0,1,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,"Merlot, Cabernet Sauvignon",2007,Frankrijk,Rood,Bordeaux,Saint-Émilion Grand Cru,Château Soutard,Tweede wijn,"Op dronk, nog zeker enkele jaren op te leggen",Vol en soepel,,,simple,1,test in depth,,base
110,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Rijke, mollige en intense wijn, heerlijk kruidig met prachtige tonen van rijp fruit. Op de 10ha van het Domaine Pollier wordt op traditionele wijze wijn geproduceerd. Daniel Pollier gebruikt niet al te veel eiken, waardoor de rijke fruitsmaken van de wijn goed naar voren komen.",,,1,,,,inner,,,,,,,,Pouilly Fuissé Vieilles Vignes Domaine Pollier,,,Block after Info Column,,14.95,,"Al vier generaties wordt er door de familie Pollier wijn gemaakt op de steile hellingen in het dorpje Fuissé. Van de oudste wijnstokken maken zij deze mollige, intense chardonnay.",,,,,,1,2,1,,,,,4,75,75,12,12,0,1,0,0,1,1,1,1,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,Chardonnay,2010,Frankrijk,Wit,Bourgogne,Pouilly Fuissé,Domaine Pollier,,Op dronk,Romig en elegant,,,simple,1,test in depth,,base
111,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Een wijn met een magnifieke, robijnrode kleur met zwarte reflecties. Het bouquet vormt een gelukkig huwelijk tussen zwarte vruchten en pruimen en beregende bosgrond; in de mond is de wijn soepel en fruitig. Fantastische kwaliteit, heerlijk bij wild, rood vlees en kaas.",,,1,,,,inner,,,,,,,,Vieux Château Gachet - Lalande-de-Pomerol,,,Block after Info Column,,14.95,,"Lalande-de-Pomerol ligt op loopafstand van Pomerol, en deze schitterende wijn doet op kwaliteit niet onder voor de prestigieuze wijnen uit Pomerol. Vol, stevig en soepel.",,,,,,1,2,,1,,,,4,75,,75,78,78,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,"Cabernet Sauvignon, Merlot, Cabernet Franc",2009,Frankrijk,Rood,Bordeaux,Lalande-de-Pomerol,Vieux Château Gachet,,"Op dronk, nog zeker enkele jaren op te leggen",Vol en soepel,,,simple,1,test in depth,,base
113,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Deze Cru Bourgeois is genoemd naar Thérésia Cabarrus, die getrouwd was met Tallien, getuige op het huwelijk van Bonaparte en Josephine. Het domein is nu in handen van de familie Tereygeol die er een topwijn produceren. Goede ligging op de oevers van de Gironde en op een mooi terroir van gravel.
",,,1,,,,inner,,,,,,,,Château Pontoise Cabarrus - Haut-Médoc Cru Bourgeois,,,Block after Info Column,,15.75,,Een licht vleugje frisse pruim rondom het frisse zwarte fruit, de smaak is fris en levendig met een stevige afdronk.,,,,,1,2,,2,,,,4,75,,75,21,21,0,1,0,0,1,1,1,1,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,"Cabernet Sauvignon, Merlot, Cabernet Franc, Petit Verdot",,2009,Frankrijk,Rood,Bordeaux,Haut-Médoc,Château Pontoise Cabarrus,Cru Bourgeois,"Op dronk, nog zeker enkele jaren op te leggen",Licht en fruitig,,simple,1,test in depth,,base
114,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Interessante Médoc Cru Bourgeois met 90% merlot; heerlijk kruidig met nuances van pruimen en wild, fluwelen tannines, zwarte bessen en bramen, en bovenal een sappige frisheid in de lange afdronk.", heerlijk kruidig met nuances van pruimen en wild,,1,,,,inner,,,,,,,,Château Ducluzeau - Listrac-Médoc Cru Bourgeois,,,,,15.85,15.85,Heerlijk kruidige Cru Bourgeois met een sappige frisheid om van te watertanden.,,,,,,1,2,2,,,,,4,75,75,3,3,0,1,0,0,1,1,1,1,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,"Merlot, Cabernet Sauvignon",2006,Frankrijk,Rood,Bordeaux,Haut-Médoc,Château Ducluzeau,Cru Bourgeois,Op dronk,Licht en fruitig,,,simple,1,test in depth,,base
115,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Château Lanessan is al sinds 1793 eigendom van dezelfde familie en produceert een wijn die bekend staat om zijn consistent opmerkelijke kwaliteit. Aroma's van milde vijgen en leer; in de mond pittige kersen, pruim en kweepeer naast prachtige kruiden. Vanwege de leeftijd moet men deze wijn de tijd geven om te ademen - ruim tevoren openen en eventueel karaferen.
",,,1,,,,inner,,,,,,,,Château Lanessan - Haut-Médoc Cru Bourgeois,,,Block after Info Column,,15.95,,"Een betaalbare Bordeaux op leeftijd, met aroma's van milde vijgen en leer; in de mond pittige kersen, pruim en kweepeer en een vleugje kruiden.",,,,,,1,2,2,,1,,,4,75,75,,75,18,18,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,"Cabernet Sauvignon, Merlot, Cabernet Franc, Petit Verdot",2001,Frankrijk,Rood,Bordeaux,Haut-Médoc,Château Lanessan,,Op dronk,Vol en soepel,,,simple,1,test in depth,,base
116,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Glinsterend helder met een gouden gloed. Verfijnde bloemige neus met een vleugje perzik en honing. Vol, krachtig en zacht van smaak met een vleugje frisse appel in de lange, verfrissende finale. Samenstelling: 65% grenache blanc, 15% clairette, 5% bourboulenc en 5% roussanne. Lichte houtrijping. Vanouds de Zwaan is sinds 2012 de importeur van Cellier des Princes in Nederland. Al sinds 1924 zijn zij de enige coöperatieve wijnmaker in het Châteauneuf du Pape gebied.",,,1,,,,inner,,,,,,,,Châteauneuf du Pape Blanc - Cellier des Princes,,,Block after Info Column,,15.95,,"Bijzondere witte wijn van overwegend grenache blanc. Vol, krachtig en zacht van smaak met volop exotisch fruit. Ontdek deze wijn bij mediterrane gerechten.",,,,,,1,2,1,,,,,4,75,75,27,27,0,1,0,0,1,1,1,1,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,"Grenache Blanc, Clairette, Bourboulenc, Roussanne",2010,Frankrijk,Wit,Côtes du Rhône,Châteauneuf du Pape,Cellier des Princes,,Op dronk,"Weelderig, licht zoet",,,simple,1,test in depth,,base
117,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,Tweede wijn van Château Brown.,,,1,,,,inner,,,,,,,,La Pommeraie de Brown - Pessac-Léognan,,,Block after Info Column,,15.95,,Mooi fruitige neus met met nuances van steenfruit en kruiden, vol en soepel met rode en zwarte bessen,,,,,1,2,,2,,,,4,75,,75,12,12,0,1,0,0,1,1,1,1,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,"Cabernet Sauvignon, Merlot, Cabernet Franc, Petit Verdot",,2009,Frankrijk,Rood,Bordeaux,Pessac-Léognan,Château Brown,,"Op dronk, nog zeker enkele jaren op te leggen",Vol en soepel,,simple,1,test in depth,,base
118,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Een wijn met een romige, mooie volle kleur, een kruidige neus met nuances van vanille, eikenhout en bramen; in de mond vol en soepel, volop bessen en licht droppig. Een zachte nadronk, vol van smaak met een licht zuurtje. ",,,1,,,,inner,,,,,,,,Château de Roquefort - Saint-Émilion Grand Cru,,,Block after Info Column,,17.65,,De tweede wijn van Château Tertre Daugay Grand Cru Classé. Een domein met een eeuwenoude geschiedenis en in handen van Comte de Malet Roquefort. ,,,,,,1,2,,,,,,4,75,36,36,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,"Merlot, Cabernet Franc",2008,Frankrijk,Rood,Bordeaux,Saint-Émilion Grand Cru,Château Tertre Daugay,Tweede wijn,Op dronk,Vol en soepel,,,simple,1,test in depth,,base
119,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Diep donkerrood van kleur. Expressieve neus met aroma's van rijp rood fruit met boeiende nuances van laurier, kaneel, leer en een vleugje munt. Dik, rijk en mondvullend met complexe indrukken van kersen en pruimen. Ondanks de jonge leeftijd al helemaal geen harde kantjes meer. Médaille d’Or Feminalise 2011 & Beaune 2011. Vanouds de Zwaan is sinds 2012 de importeur van Cellier des Princes in Nederland. Al sinds 1924 zijn zij de enige coöperatieve wijnmaker in het Châteauneuf du Pape gebied.",,,1,,,,inner,,,,,,,,Châteauneuf du Pape Rouge Cellier des Princes,,,Block after Info Column,,17.95,,"Schitterende cru uit de Rhône. Breedgeschouderde wijn, vol en krachtig, waarin de Provençaalse zomerzon opgeslagen lijkt te zijn. Verschillende gouden medailles op het palmares.",,,,,,1,2,,1,,,,4,75,,75,46,46,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,"Grenache, Mourvèdre, Syrah",2010,Frankrijk,Rood,Côtes du Rhône,Châteauneuf du Pape,Cellier des Princes,,"Op dronk, tenminste houdbaar tot 2017",Krachtig en complex,,,simple,1,test in depth,,base
121,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Mooie, donkerrode kleur met een neus van gedroogd fruit en natte bosgrond; in de mond romig en rond, met donker fruit en een fris zuurtje in de afdronk.

",,,1,,,,inner,,,,,,,,Château du Couvent - Pomerol,,,Block after Info Column,,18.6,,"Tweede wijn van Château Clos René. Dit domein van Pierre Lasserre en zijn kleinzoon Jean-Marie Garde produceert mooie kwaliteitswijnen, waar Robert Parker van zegt 'well-made, as usual'. ",,,,,,1,2,,1,,,,4,75,,75,15,15,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,Merlot,2009,Frankrijk,Rood,Bordeaux,Pomerol,Château Clos René,,Op dronk,Vol en soepel,,,simple,1,test in depth,,base
